N,P,K,temperature,humidity,ph,rainfall,label
33,33,30,17.320621682845633,85.37921902212194,5.863502459159434,135.28578931491114,pumpkin
79,22,59,24.659725709579757,64.28024789821592,6.292194294410987,225.39197327836385,pumpkin
88,45,50,23.6166404438117,77.61545023665619,7.525500249607267,280.8927792833747,pumpkin
98,22,28,28.735803112295876,60.065034453414384,7.46160655159581,72.33061974152656,pumpkin
78,50,67,22.402009968196595,80.3297562002937,6.475493986474789,277.3338259783758,pumpkin
90,43,24,27.45386789805225,41.11515837855109,7.4000627449708585,121.0340744325155,pumpkin
88,51,49,28.92425105205341,53.75709175236961,6.216208054188917,165.28914853521883,pumpkin
91,25,31,33.23580108067617,80.67559837015014,7.34047031611642,270.0525040156673,pumpkin
109,24,51,29.913516090281632,71.9575995847946,7.053957846096649,86.49429636731205,pumpkin
64,75,38,22.854395569918104,52.69387360644802,7.783434444325259,184.90184693343184,pumpkin
53,29,24,26.289924375209257,63.85456027971644,6.238546007069959,53.817086656854016,pumpkin
108,67,58,30.298553525627334,71.21130278236649,5.62531707719072,101.46833957830312,pumpkin
34,67,28,34.27496411075917,58.72585869782333,6.436882662871056,194.2851432280956,pumpkin
24,62,36,22.64970681934977,43.46937744407249,7.3058449090334125,263.8112026358284,pumpkin
71,54,76,28.138503395924527,59.80570566205746,7.320435086994003,73.9771504254749,pumpkin
40,46,70,22.208036578351237,69.45560158512798,7.887263038599526,93.04471825491932,pumpkin
105,76,30,21.63875521144462,64.24847162197435,7.9402550620981405,143.33626377073963,pumpkin
81,55,75,31.113159961376223,57.15396252764458,7.1968681437968804,284.271795067131,pumpkin
77,73,23,16.356082984732396,77.288444869346,5.832655344008571,184.2618789230471,pumpkin
100,43,46,16.450961718549976,69.61778859605998,7.687095803233811,88.18720146827167,pumpkin
66,42,31,27.58494332105215,49.65623997245597,5.572436250999967,161.75985245108308,pumpkin
68,64,70,23.890682540832444,53.8681719480756,7.694510566665432,148.77654886926751,pumpkin
90,62,64,26.341950138868476,88.07201401883012,6.188790364545277,118.56147643906212,pumpkin
98,71,70,16.78724672668021,52.68763788820886,7.845588624863834,211.28228246458752,pumpkin
20,26,75,24.14951983193007,46.388172212897416,5.601282401070763,63.50062420702066,pumpkin
46,65,74,22.16582426945302,42.71685954839332,6.364549129820034,261.6793905123122,pumpkin
70,63,47,26.377978166722613,69.74830564770963,7.9365744197342005,238.6191665115998,pumpkin
34,63,26,23.7527973680148,64.71295942267548,5.790275120348645,95.00256878480364,pumpkin
24,63,23,29.91738985864071,68.77713372387642,6.497608329035289,57.181165709193664,pumpkin
74,64,78,29.660611991865373,62.52611627536866,6.874181431903688,191.36947996439653,pumpkin
97,77,46,22.284713505898125,54.19220897389995,6.677605648263347,58.87764373602709,pumpkin
80,30,47,16.03624975287498,65.11227990359325,7.847764235772857,143.50273599340142,pumpkin
50,72,67,20.054130386498528,47.367563673542,6.160858259218677,248.2510218887057,pumpkin
81,53,23,30.60874475760768,50.60426141864449,5.531464353113871,50.23373712400676,pumpkin
98,23,62,28.604992005218133,44.67240149806268,6.580646294245279,242.5067202689308,pumpkin
116,44,68,32.50723880514593,86.28115479931839,5.6893510251041235,58.1718144075926,pumpkin
60,34,37,28.074438542134327,59.73611501250444,5.948860390192654,284.99735495200935,pumpkin
112,55,58,19.54531732960456,62.14867404749074,7.434720557310682,272.866702513118,pumpkin
103,41,26,16.0405999949019,46.77008320352004,7.5585980799971075,277.446941969737,pumpkin
70,49,42,26.68737810525542,65.40956148484227,5.883221567683805,171.9922981470373,pumpkin
113,72,63,20.383184937649936,67.99580178081646,5.744444308207705,224.21005146527187,pumpkin
91,24,28,33.791588764933394,85.87903080938837,6.466701888558213,213.0379675296124,pumpkin
76,42,79,18.26366624633263,51.48214064984131,7.16991189724512,255.6997567345436,pumpkin
81,33,37,16.77163383658456,40.42279112273609,6.247490908281709,249.1671106930536,pumpkin
30,49,33,28.085015741116976,59.98745425271138,7.901155643237773,223.72738451641183,pumpkin
70,22,78,26.40849497300573,57.579925185417096,5.811045201722164,65.20648078737085,pumpkin
49,67,55,30.367548521113115,77.79327336978103,7.448750694128124,76.2974251978042,pumpkin
31,59,78,23.54324464921894,54.24737887953727,7.599052309639254,199.01913525576973,pumpkin
41,28,48,28.44688587832976,84.80472335404593,7.545837188433181,103.75955646876056,pumpkin
118,28,66,18.35320635547233,73.65364692444061,7.867952497877422,180.388490248378,pumpkin
97,79,74,28.613128304607983,71.28172825829364,7.878981702888236,114.51660809990116,pumpkin
87,61,68,22.32111290515753,87.26213723547839,7.307064936269377,259.75325115055125,pumpkin
90,67,26,17.254918431456787,42.12005765268849,6.213606664244848,265.5890992289127,pumpkin
88,38,76,17.205576118355392,40.18867024854149,6.464894369819894,187.26494988779876,pumpkin
23,35,63,18.131859898983294,89.42757756378181,5.923997563369535,277.3227196834944,pumpkin
111,52,74,15.828102316601422,43.62607275737762,5.9840372414016185,297.9221893076842,pumpkin
118,32,77,27.580823211139325,79.18626930846065,5.568364994317634,208.66081943782265,pumpkin
61,31,21,20.681801917256536,75.98686394958858,6.804597020479361,204.03800570667232,pumpkin
21,25,75,27.728540055388237,73.02719085147217,5.687509967246625,197.75333245849555,pumpkin
32,76,52,30.380767764517472,49.55421989009689,6.797309699140913,281.0293192237889,pumpkin
87,48,24,30.91601089569089,65.75759122895705,6.3352707776042045,228.7321377765591,pumpkin
113,30,31,22.633856853740657,51.405389592831455,7.7891563952003215,50.6789892727,pumpkin
42,34,75,15.145432047458163,86.68296646879509,6.663483955889134,156.78356324478762,pumpkin
41,60,37,24.626587027635917,65.90635505231859,6.658023003554108,248.10716874037308,pumpkin
31,74,28,30.23321682679824,83.05648327699528,6.418219096507973,58.2411783066422,pumpkin
46,56,39,28.450350958802517,73.11163428557792,7.910754101400789,77.31886492718178,pumpkin
36,54,39,31.624305679293588,57.29384875668947,7.175222462167598,159.63722613823543,pumpkin
87,50,40,17.893107751676837,65.92647963530983,6.476013470414092,159.0440250811006,pumpkin
106,45,68,31.80952073930646,45.55733027301367,6.324923867349085,236.41218401495712,pumpkin
85,48,65,16.71180890800685,42.852761804413305,5.650197422155789,79.04355300439897,pumpkin
32,43,66,30.463320291473217,67.28861429274463,5.759335112898942,172.1525620164479,pumpkin
100,78,28,23.58660613335443,46.97575140114499,6.815571866444382,95.39631484039332,coriander
24,40,67,23.30954298760186,54.38382066825287,7.916725766132064,268.52771304283533,coriander
21,49,68,33.84783490193922,79.14704968011098,7.682217220752588,156.04541708179056,coriander
91,36,39,17.173575622413413,70.36153792247933,7.687513995552825,176.04760724017729,coriander
25,21,40,26.068068270844748,46.55473956686813,7.278794841002209,161.9094692391493,coriander
103,64,35,30.674506725786127,76.2646756388217,7.851602629616767,156.3138490558749,coriander
105,24,63,27.45840345656087,88.97841361756247,5.871044726262283,217.440049425846,coriander
115,63,43,16.343088673688676,50.24252369974049,7.3969315169878485,69.91725783077,coriander
91,57,79,29.364519557960293,89.70944874014637,6.252527493717645,224.3425241580382,coriander
46,38,26,16.51563718287521,87.70381313908172,6.256273074573463,286.306874264412,coriander
44,37,42,28.078650413877373,63.64623339405034,6.308683044185304,54.64703524852608,coriander
24,75,63,30.8382508679216,65.05659604296963,7.553648780727046,157.8313544403353,coriander
101,74,35,34.85455698668203,85.89144840332935,6.178411127093257,265.1300120507674,coriander
59,30,48,17.27175401237897,89.26283283639918,6.875478995443743,239.5505469168107,coriander
47,79,31,22.431219849799163,79.62619387816281,6.339020480696448,240.6646101442538,coriander
34,69,24,16.257837779949988,43.93467144279029,6.400125337006653,213.00343240792648,coriander
69,50,62,21.49012902545366,84.69318564391924,6.1032691781716775,189.15236138899823,coriander
60,31,39,25.40260145794417,89.00699880118313,7.049770686824771,270.46917095047075,coriander
52,75,66,33.07597064501573,89.554795996069,7.361730124603437,227.80108582091287,coriander
62,41,59,23.537055422901737,59.61152990402952,7.62738696547739,114.76740394316936,coriander
22,29,26,33.580670374331945,62.15051431233088,7.839448367705103,156.16878634501518,coriander
96,27,50,20.13625446989832,44.22710665792066,6.679442345524109,63.5981859842664,coriander
79,67,50,29.70317225171224,70.06123545764405,5.699363470596867,135.4475592131673,coriander
53,62,73,19.21230280001968,78.52944491509851,7.9760725400947,193.5711992424982,coriander
107,57,43,32.36143993944992,85.77408124476983,5.779235612729232,174.12165825422403,coriander
23,22,60,34.75652418352697,68.51836908664744,5.704938090736264,94.19492738914371,coriander
103,40,32,25.61924023276709,73.81621948585033,7.590498232948509,265.66794447594225,coriander
39,42,51,33.494904146995495,77.99468926343224,6.453538110762013,187.39996192451625,coriander
67,37,40,34.65203037981076,72.95104061024519,7.615589269067121,60.12931939010956,coriander
34,34,47,15.138960168182118,40.34798765987115,7.343779196887629,260.44683022205214,coriander
34,65,40,30.11718576962921,77.61803147361621,5.818132505754505,238.7262994232869,coriander
35,48,42,22.430227565112343,44.632839020835135,7.560852556395694,196.3369623821277,coriander
82,45,25,26.551714119291745,85.0569442817872,6.191601271836646,134.26025837296874,coriander
93,73,58,21.393016680950524,67.60912618011163,7.560046876559264,170.0099149470646,coriander
106,76,21,15.92233677351864,89.94408033756162,6.374835740888746,151.2351073968781,coriander
55,28,38,15.603802413454442,48.74598049965441,5.5762738849545945,219.7253460529003,coriander
41,41,30,21.1751573628206,61.10851567291949,5.56953051266466,77.91075877694115,coriander
76,56,22,34.13981092236216,64.25883763164228,7.627449743351286,59.11449814194826,coriander
48,47,65,31.33845763165046,70.09821018444514,7.945888272301309,191.00399964532423,coriander
20,27,43,20.02585070739337,70.27595636230855,5.913712405459964,147.44619225231938,coriander
90,28,49,23.891155556493672,56.76314800949893,5.840646689155692,298.07576264505747,coriander
116,71,26,33.15314566191606,58.10907028962405,7.550117431876319,250.22882125823105,coriander
67,29,23,32.70763882097711,70.2919970836789,5.781091574429825,297.61230788240425,coriander
78,31,43,30.02785000480852,73.20873542475363,7.126142537849203,270.20932576089047,coriander
42,47,61,26.96318404958788,43.22649689475374,7.52051822780788,160.93972872982062,coriander
95,38,66,19.117825477531923,85.24026407171826,6.947859196887433,292.2258934507593,coriander
64,40,60,21.337423172553628,51.4631116513206,7.10039330296482,74.5219069759153,coriander
56,59,34,24.017785086421227,49.976583004585024,6.565365606065023,81.29481854591556,coriander
90,62,31,18.12933323065963,85.36112254813796,6.819616168423541,237.63138848953443,coriander
59,32,55,27.48079358503145,82.86766070030743,7.262280988375373,225.8272667155925,coriander
68,26,72,20.10946616642396,65.05250143196919,7.883043682840859,104.67435981158808,coriander
112,22,64,30.28765477881071,66.34440708079123,7.860891643567033,126.73111145642838,coriander
96,40,52,25.194550920409945,88.79271412990772,7.730153833419787,289.1641347838556,coriander
45,26,33,15.463697911369088,69.11948076478284,5.944753940976563,251.24347466923848,coriander
20,61,23,32.57501840974234,55.56629320558356,5.654358924465181,188.11633211111908,coriander
97,29,62,30.047102283581136,75.46280958387692,6.354074260331309,256.18251194084485,coriander
58,64,38,20.617150693893564,47.44546617621833,6.343969523970044,159.01615212905594,coriander
72,49,63,15.169997696591471,85.70389206696063,7.736680070542436,142.7916331812263,coriander
58,39,61,17.188655037190056,73.21121160486642,5.722645505205623,241.7748932889902,coriander
100,30,38,33.62814767453262,41.88551581216701,7.977361579635581,273.0816364997254,coriander
49,58,72,24.73400981176423,46.4178840928649,6.982929097838731,234.20449415963853,coriander
60,60,66,28.807845136727494,58.4926288495089,7.8365170054501725,151.5453727993882,coriander
30,57,40,29.712428792076523,51.293703822946064,5.619552200736874,271.9421155071301,coriander
82,74,52,29.56215369162907,75.23244119785154,6.450954968209877,185.86324048466253,coriander
95,60,73,27.192989191578683,72.17194459657682,5.683083224618174,283.1615397082211,coriander
93,41,56,29.887263216225048,71.31849199137557,5.595309051536574,66.55397393849437,coriander
103,32,54,27.91137884887752,83.48301623315027,6.914512313707254,57.49302616834128,coriander
67,42,37,18.000246505758305,88.8976769031147,7.929184920035351,267.78732475596,coriander
52,67,52,19.21650523425933,82.9077345379035,7.998662287052518,73.8131390144739,coriander
57,66,52,15.508686914373309,62.801904256848815,7.867897172448892,71.83061871558658,coriander
79,66,56,18.37307813320884,89.6454743982134,6.597172976364577,274.3190370416554,coriander
33,49,75,29.266939650077678,74.42082004355808,6.591134983296641,209.48928685869345,coriander
88,27,56,23.605486499206396,66.55207788816327,6.891477539411777,280.1606703639055,coriander
61,51,43,16.603925563010847,83.12997666353574,6.66152767004751,122.30515514099254,coriander
79,57,46,16.42948329502008,69.76059224629034,5.664678003861937,191.1676030647296,coriander
52,64,38,30.77223149312209,61.97215493166868,6.248088711430793,243.5992308154857,coriander
64,38,63,23.040288066264598,78.6989258053988,6.476318299474997,209.6413635113445,coriander
100,40,27,33.38954807017883,48.97371365117728,6.050726362669036,285.03345207447194,coriander
29,60,28,32.345443646736314,47.75792583228225,7.562952985958182,110.95543396355052,coriander
48,39,44,29.85397246055223,87.21046570300963,7.264607193339804,226.2790604370324,coriander
77,28,64,23.813576286348543,77.16378126377278,6.601467979497964,156.99101721514396,coriander
87,55,44,28.50709695866537,57.51456131003962,5.829363879573126,169.00821333254123,coriander
108,29,76,16.871264002362125,64.06443846409375,7.8486709652063595,252.21934498479732,coriander
22,41,69,33.87319553071754,66.4028125057097,6.980203961393266,177.2128751399899,coriander
25,37,29,23.51640129517676,46.85390060931316,6.846748479396181,231.47353105078645,coriander
30,23,24,23.73860914451856,80.91238604469348,6.325667882034055,116.9929318360066,coriander
27,60,58,16.132819719273286,83.16004619222886,7.931112958584329,296.93390204232423,coriander
62,71,23,34.247906062245725,77.2574858854559,6.484758879910499,144.17341938698834,coriander
31,38,67,33.75402244556974,57.06778908763022,6.016266989151214,190.16841267028255,coriander
41,37,30,18.43741482318598,88.0252265990089,6.9197061332347,120.34843997403678,coriander
31,27,76,19.22637073741064,40.15222319617166,7.368424641127673,178.70730199226043,coriander
80,56,61,16.78796412402785,78.34036405786674,5.78376024598416,138.25544225610315,coriander
34,42,35,19.47042560034546,42.616972736207565,6.785532664717398,290.8297872292221,coriander
57,74,55,30.27260463992709,53.209261851202136,7.659667285756711,158.43589393745577,coriander
50,46,64,19.82892764695972,85.66916157883725,5.521359154731513,76.42645938946536,coriander
109,73,76,29.452899670226397,52.090304561815735,7.294027707750733,206.0548092343134,coriander
71,68,48,29.27554590305673,46.192813166367095,7.7859923892028435,52.22318305468011,coriander
37,77,36,30.902487322839093,56.47553927854933,6.142137093895291,166.48756167428553,coriander
97,64,66,16.643948728096348,78.59312695336195,6.612156944913868,147.99412922669515,coriander
111,39,34,21.49385039943308,88.69966255576941,6.599119332432354,143.04775023439674,coriander
65,42,31,32.836967111587285,76.06364932582396,7.982307511708266,239.95739524447103,fenugreek
110,48,78,27.736389534102585,50.62440144330291,5.80118837067111,132.52171025876686,fenugreek
41,43,49,27.85356507645587,65.10790085257297,7.702959263063811,119.78040500975692,fenugreek
46,64,32,32.72068306208034,51.68283362441002,6.914597543965501,120.5662379390548,fenugreek
103,22,78,30.34599059714065,67.60205729155693,6.02291712051531,193.47723118374716,fenugreek
82,37,43,21.535542064509805,68.52731317479862,7.001254135626826,205.6924662597418,fenugreek
60,39,53,31.0566810152924,68.18778835596093,6.532901584060955,260.7469818769355,fenugreek
77,56,69,20.75878751895236,71.2170077907998,6.495634397192525,219.41834757944372,fenugreek
41,43,74,19.76544485170777,50.1516112868318,7.080798075531446,134.92045884418883,fenugreek
87,24,41,16.515221766065,63.175726818531096,6.854323396419812,74.06685101795262,fenugreek
60,79,60,17.571132582741622,87.68990733865768,7.017291663712104,257.9632880459011,fenugreek
80,74,76,32.0180784749483,53.15784038231373,5.509733199483647,281.8290934715275,fenugreek
90,64,34,16.61958571694238,84.5535450633804,7.920127559201892,209.2101978406298,fenugreek
69,42,62,28.555019944521145,45.561138600465775,5.792292001026818,138.83126008466718,fenugreek
20,29,28,19.384542648775707,63.33823309598951,5.591700734613497,177.24241198853207,fenugreek
68,33,44,33.93011022334214,40.69885644876121,7.5894726865125,211.07336791046416,fenugreek
42,61,48,17.899456638905637,84.09341170717889,7.648043642074669,120.6111783774501,fenugreek
79,73,26,26.37273909486848,41.59230323417264,6.187798275100744,170.3762890431259,fenugreek
72,42,75,33.6907851267904,77.38366575110058,6.447943137414468,234.67402095476493,fenugreek
76,53,79,18.67355576353966,80.42231004050683,6.5166341742034755,151.0835043594422,fenugreek
53,67,68,25.12339845769224,73.91013385032073,5.6599627012112235,254.3012054221965,fenugreek
27,64,31,26.4759205791327,56.95065805816231,5.646987633448896,136.767601435305,fenugreek
41,27,72,16.32947616867695,79.92755891271293,6.460302750306891,247.33508139595327,fenugreek
57,56,76,33.36158049342873,59.95529813368327,7.97400318835526,189.7449038525432,fenugreek
66,64,30,21.42811434171358,43.47505401016666,7.661040403217207,158.06274690687997,fenugreek
39,47,23,15.751065571742922,56.38552708351617,7.853181971314448,90.41276452892134,fenugreek
100,57,28,16.591489229006747,87.77351813207873,6.255582255374982,99.90244225165291,fenugreek
105,42,52,32.6892526556194,70.0613473378362,7.7926204383123245,214.88779233326647,fenugreek
110,34,55,16.605503610527432,76.87388976853211,7.240951167855113,119.3017470660159,fenugreek
43,64,23,32.529188219625524,66.77038010008964,6.156153359933171,181.3599440470441,fenugreek
85,39,28,20.47452701296554,80.76932081944275,7.464055309343773,229.48163518527227,fenugreek
92,29,56,30.186924664235995,68.33046932231439,7.577210255816583,76.29981670754017,fenugreek
34,75,60,17.783047631305966,85.96932894488808,5.540620538595763,295.8484129451971,fenugreek
35,34,36,34.616476222487435,82.64147186651125,7.388905736959094,262.60460116889453,fenugreek
105,20,52,24.119785901368974,53.25291537431887,7.766086140710343,190.2746269956633,fenugreek
100,55,30,26.137231460462075,82.98301759787806,6.578715582067277,107.96434251228422,fenugreek
64,50,44,16.693698755949786,50.77228455596369,6.649695405685251,62.18945536430346,fenugreek
42,29,60,20.08948122255202,49.351700991095065,7.535960276748389,64.001082093688,fenugreek
82,66,61,26.86018204945516,43.3339763585485,7.225304566134518,64.30239174497233,fenugreek
97,50,36,23.29442848270879,72.20859938475229,6.18685884906364,233.6017974767133,fenugreek
34,49,66,32.64000952491337,45.69659240109345,5.765129866578291,266.65416252676926,fenugreek
47,61,55,22.35034656182527,64.32376590567787,7.3582839720281665,155.53772442351894,fenugreek
108,59,72,22.900786495539837,51.42350609186556,6.668615378858173,112.54304228218314,fenugreek
35,77,38,21.387093842547632,83.68646091125996,7.386008981052197,219.49584378698867,fenugreek
64,74,34,25.444511298521466,88.02530997352024,7.868185230994626,222.9504227920753,fenugreek
110,54,25,34.21987796438958,84.80969515803538,6.004030819313522,52.2623110926869,fenugreek
71,75,73,24.6527312752709,42.21619975443294,7.653916197130708,286.4524199503549,fenugreek
46,54,46,23.48572339249252,65.48058315353079,6.8702923823930355,50.55810058837924,fenugreek
82,48,36,20.98816389462143,51.07161677762136,7.574302747797323,179.72060179472825,fenugreek
113,51,59,24.80669239827079,54.14622873320918,5.9412052192250915,149.37531935926995,fenugreek
50,36,34,33.08027225044938,89.98791466461228,7.462461596013885,157.05154732514853,fenugreek
79,78,20,32.76054960703536,75.52924791690896,5.929370725159509,220.70535595338765,fenugreek
68,24,28,18.779916157638567,88.89207336816418,7.668550675709941,165.94449807400557,fenugreek
86,77,40,19.760178901739398,85.13767508833433,7.293177209175406,286.2167240019585,fenugreek
23,51,69,15.28883880872012,46.399898999201,5.806867879705503,203.9420926230717,fenugreek
113,23,72,27.000270274282677,53.394411095468925,6.298986289546596,150.18679776640886,fenugreek
106,20,70,17.234976480210097,40.84646263825599,6.631868992281581,190.3873016534879,fenugreek
92,31,65,34.2527273704418,57.470042795560985,5.625625025456272,111.69045775412653,fenugreek
106,62,43,20.367017456061355,80.42811352432349,5.758905395340251,278.2059136349376,fenugreek
108,43,71,24.94712328483137,63.65934819329826,7.513653949295081,57.801202060147176,fenugreek
83,28,66,24.14976892362665,86.99987211846778,6.044020693969169,158.63068706338316,fenugreek
40,66,30,34.07368991735008,82.3173406788517,6.316356299446344,86.16420713136469,fenugreek
36,75,41,25.8165236629476,41.02699466242535,6.736575541716153,264.748458753973,fenugreek
97,29,71,30.947011734343786,46.89211357158646,7.906023117911844,197.30266958571988,fenugreek
64,72,25,26.657750762864477,62.941063450540895,6.494115551200837,299.21475927790254,fenugreek
74,37,51,15.818557754797148,67.69671738490797,6.036119204430304,129.4457349739477,fenugreek
44,42,51,22.652065727038057,49.842482575473,6.4031282231337165,59.85140026459808,fenugreek
101,30,75,27.02146396169136,49.69841856474228,6.427831036290843,135.01540810836744,fenugreek
38,67,55,15.402013331435825,42.82029785257865,7.863075570993406,202.62095221257343,fenugreek
47,20,45,20.483519426604595,87.09111515553445,5.936887307064848,84.60567734193023,fenugreek
80,50,49,34.6877114473712,87.16517076394885,5.8387287273748,124.57547968007668,fenugreek
92,48,51,28.940107750490768,60.54665454362973,6.988169144041433,233.4379510603795,fenugreek
26,32,28,26.119002427182977,53.28376622110497,6.793253480633158,92.4477153545821,fenugreek
107,65,31,26.156174767081357,64.90578145729509,7.040105950243369,235.0421953531232,fenugreek
26,30,45,18.171212680288555,81.58600290087288,6.300072529408384,176.9941165332753,fenugreek
40,29,24,32.78620409884395,59.90031197444448,7.11905751294255,125.58533068836245,fenugreek
40,24,35,15.266040046022184,42.41558199822819,5.80710602473041,203.18513128089592,fenugreek
87,64,23,17.56496659675291,57.654703073787175,7.952368861211797,75.86154697407228,fenugreek
82,52,46,26.37998891247471,61.515668853573466,6.488345856882348,274.87577186962403,fenugreek
31,65,68,34.352786548794754,57.65840748033407,5.861315766019796,180.21167718686868,fenugreek
29,28,33,18.74286469397419,54.59165088327243,6.532680931604064,299.7718989244853,fenugreek
31,26,43,21.773934303656965,48.75731627765208,6.426787992234879,183.94189203976248,fenugreek
23,71,62,30.20235144391853,76.1898411308639,6.500469023663785,114.6598658623044,fenugreek
93,26,44,31.224959204391915,75.44463648098908,6.7718271594617505,259.5254976983922,fenugreek
106,36,30,24.85430430282305,63.66073451781828,7.106496112261536,258.76299368007,fenugreek
83,27,49,26.193291724043952,80.51234199556663,7.86152031122521,101.6246071068274,fenugreek
118,67,73,30.88716721327856,68.92238799766285,7.45573081163347,77.35904094574903,fenugreek
53,61,62,17.63997182749444,48.32920853459405,7.270385670750944,108.5243917737767,fenugreek
78,41,27,27.797289915116124,82.74838293402313,5.954255144322161,208.84541310374928,fenugreek
37,63,64,28.66113639290308,68.45985563235118,7.344156601477373,151.83461149769602,fenugreek
29,48,59,31.950784263827064,72.70646740822463,5.665113766849309,174.00202304339967,fenugreek
56,46,71,22.433622758036734,59.042154861139934,5.752755321179966,144.4219064079033,fenugreek
102,69,71,22.714488886958076,73.14560642483453,6.8291090967975405,209.25807294819455,fenugreek
31,21,69,34.68583783470158,83.51030428273987,7.019176284546614,153.7503418868656,fenugreek
113,63,73,24.74481868292052,78.64988105222098,6.019960932716838,171.46008888120738,fenugreek
83,27,52,24.002678320815203,63.89509669976096,5.811293587866815,209.85822719925844,fenugreek
53,54,64,21.556101244615107,40.66967331858322,5.7296369776853675,125.7386026112537,fenugreek
36,39,48,18.283444506870584,51.52636731685071,7.583391365575647,71.85230455473175,fenugreek
85,33,21,23.287134222518223,72.88137591898806,7.060979012157335,245.2258450867241,fenugreek
111,74,61,25.998490829804567,67.41919371096965,6.169731373124826,209.9412536905188,fenugreek
117,48,52,29.86877740343911,76.6490100037252,6.002549998207121,234.3411744374461,chilli
27,71,75,28.94698593093564,60.27882276734472,7.651818566997237,159.31239622653885,chilli
68,27,32,21.747394955510053,44.72165327429015,6.756574713902609,73.94947123212712,chilli
50,54,31,22.508122299299703,82.46942243985771,7.7852516900712985,92.47953052406538,chilli
53,73,22,27.51746123196853,50.89464596018428,6.278215568194933,173.44707757644096,chilli
115,54,58,17.4812444178083,55.70498543385989,5.5539649722786075,132.7532409140778,chilli
33,67,22,22.72513886454204,59.09202541045686,6.474616074923482,122.16216753658236,chilli
40,69,47,20.594106766060065,88.38188905876659,5.614737681353366,50.52365529691053,chilli
31,41,21,22.460741044654498,76.74802562112549,6.901173000124973,99.2486776000207,chilli
71,51,37,33.7807834536424,77.15548002750614,7.824981242152198,68.20652607830297,chilli
55,42,36,33.13339258709049,65.35358944938422,5.504805390372235,86.93264162581161,chilli
103,32,52,27.832079013363256,77.76376740458177,6.475167817907529,183.28587078580333,chilli
56,21,21,31.457753108920997,45.20896961365692,7.926990560579816,119.32753225974564,chilli
97,73,45,32.67295073756893,87.41119506573594,7.907473882584148,258.9848782594497,chilli
98,69,61,18.25455998476758,62.8860673359033,6.663833000931629,289.5517047796068,chilli
60,75,39,23.8234814352724,56.16191713498512,5.823547558077884,259.10812993896377,chilli
104,62,58,28.959347693733243,78.94142919366189,6.577320193145934,247.8507106553336,chilli
35,50,69,24.770959159107655,83.7302708967151,7.248923336994118,289.58290869277124,chilli
70,51,69,25.591484460974076,63.57208622123254,7.237334858783671,166.42273504971382,chilli
35,50,66,16.946980849916407,57.38633464621611,7.430434430182281,87.04615933975983,chilli
37,60,69,28.547512947755177,87.14490385349718,5.518240406873811,283.874716021558,chilli
74,42,26,29.023322840976757,74.87445548525683,7.090006493350954,144.40948460980616,chilli
36,67,39,24.30563191621714,56.911073260001416,6.94774118874464,272.1869745859676,chilli
38,36,48,16.87280811592937,50.339010129927146,7.4856168877956915,234.6276910779844,chilli
119,60,65,21.397425580681528,69.2314728167537,6.1830496501618155,69.2475648659674,chilli
62,75,72,24.844041027968476,72.16475748382103,6.388347253875982,162.47222565458156,chilli
111,63,24,27.72810669036491,55.60507992925987,7.50623950336797,246.37130146066747,chilli
85,48,76,30.880729387493236,74.97523820056642,6.434584120250271,141.81299055166434,chilli
90,70,28,20.62745763893761,89.5127577840031,6.628253345788184,99.5535170011466,chilli
48,36,41,20.0395154009107,84.43983871756777,5.791259241586331,210.80450501104727,chilli
38,56,55,29.941261249468333,62.820198005843416,7.806371489137952,119.57992385231252,chilli
110,24,65,16.259827432333434,52.242774044062536,5.70554656418337,161.89696587946594,chilli
93,67,22,16.982660076329413,62.46404371464123,6.990378444548736,229.94568763588416,chilli
99,78,29,25.94539152462268,58.275327311806834,7.666131947173896,104.74913933065592,chilli
112,40,41,29.61023479292051,62.72236142930547,7.417667550356641,297.92242077271646,chilli
93,60,76,23.11333302059349,60.89366050012582,6.64293258080057,187.9072857007953,chilli
119,36,57,26.593506206484964,52.323168419564766,7.371386893429676,130.2631392283158,chilli
36,34,46,31.5654182903204,60.25770045542974,5.957739570298918,215.8335334053185,chilli
47,40,30,16.828718029122413,65.572728234089,6.503564238914244,267.33727536220283,chilli
99,32,45,18.598236573169206,88.95629271722613,7.739066470441038,291.6384650749151,chilli
110,50,59,15.280899515614545,50.33571923883284,5.744740481638684,100.08363382695802,chilli
93,40,39,27.254975934905215,64.51482514986097,7.4233481981266545,120.71716727625422,chilli
91,61,25,33.12356983210212,57.19471548770663,6.369693977619339,230.89536843840773,chilli
86,37,66,31.46505556570976,65.85897177866019,6.289435838195086,87.31317953103402,chilli
93,44,57,18.86711755989056,69.28713162418839,7.266016033701654,242.71624652655143,chilli
20,75,55,34.855032757534346,71.44559548181428,7.290370426423037,267.54026501722194,chilli
55,46,44,24.99937062860596,76.16560794393236,7.140797607406899,172.75229225634638,chilli
99,26,58,17.11530058581824,40.30510340132731,6.482508609536145,260.0686679030341,chilli
64,33,74,24.577128334272157,50.79163003342849,6.098160438944718,192.60630882947197,chilli
45,44,76,30.656842401994133,62.352773918551904,7.4215628900552595,239.65625397650876,chilli
77,66,29,30.413124856484533,60.036609357198586,5.833697284906387,107.13557745420098,chilli
119,48,33,22.42593251037996,51.10383029921445,7.748749660288404,291.9274663581415,chilli
79,74,39,32.58722123524284,50.648756637588974,7.25410103600337,295.46355060231497,chilli
